productId;name;description;price;status;brand;category;photos
_dxQrSmGUxLVXTfHHlbZhrIGrz7w8hh8sEGaGCJg;;【𝐃-𝐣𝐨𝐲𝟐𝟐羊火龙果色】❣️现货❣️ 火龙果多巴胺包包，甜美可爱又时髦毛 不仅外观精美，火龙果色更是今年最流行的主 打色，蕴含着甜美可爱与时尚前卫的气息。 尺寸：𝟐𝟐*𝟏𝟐*𝟔cm;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_2187_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_9620_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_4390_3.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_578_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_9595_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_7074_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_1047_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_8239_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240305/i1709614617_9796_6.jpg""]"
_dsarSEFOj_rY-S1cw-AnzDXQCu_voC92cSblLOQ;;【𝐃-𝐣𝐨𝐲 𝟐𝟔芍药粉】❣️现货❣️ 以羊皮制作，配搭 Cannage 藤格纹图案缝线，缀以优雅的淡金色金属吊饰，散发精致而隽永的气质。 尺寸：𝟐𝟔*𝟏𝟑.𝟓*𝟓cm;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_751_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_1651_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_2679_6.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_2719_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_9526_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_9449_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_3587_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_8231_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20240602/i1717319892_9335_3.jpg""]"
_de5rSVYSzFR7VpUTmamIEA9bc0XTXabJA2w7j6A;;【𝐃-𝐉𝐨𝐲𝟐𝟔羊奶茶金】❣️现货❣️ 以羊皮制作，配搭 Cannage 藤格纹图案缝线，缀以优雅的淡金色金属吊饰，散发精致而隽永的气质。 尺寸：26*13.5*5CM;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_4567_9.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_2401_6.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_3247_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_3591_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_7055_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_3657_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_675_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_5793_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_2472_3.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231219/i1702961040_6720_0.jpg""]"
_dqBrSLgoiKu_mFi3Pu9Tm7En8eyNjcu-Dn_pNnQ;;【𝐃-𝐉𝐨𝐲𝟐𝟔漆皮黑】❗️现货❗️ 一眼便沦陷的𝐂𝐃时尚单品 酷𝐆𝐢𝐫𝐥,气质女性都可驾驭的一款手提袋，日常出行和出席活动任何造型都可驾驭～ 附带两根肩带，可单肩，斜挎，手提 尺寸：𝟐𝟔*𝟏𝟑.𝟓*𝟓cm;;;;;"[""https://xcimg.szwego.com/20230827/i1693104697_1268_0.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_2219_1.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_3165_2.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_8615_3.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_7146_4.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_145_5.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_6684_6.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_7677_7.jpg"", ""https://xcimg.szwego.com/20230827/i1693104697_652_8.jpg""]"
_dnUrSLR8mWsB6jxiyQFw_JnDnxqI3ObGyqzmZ5w;;【𝐂𝐃-𝐁𝐨𝐨𝐤 𝐓𝐨𝐭𝐞.𝟑𝟔】❗ɞ现货ʚ❗️ 『CD•粉老虎』 CD 限量粉色真的戳穿少女心了 这个颜色在专G真的很稀缺 蹲几个月都不一定能蹲到 可以想象得到它的火爆程度啦～😭 不要担心它上身好不好看 它好看就够了😁 中号尺寸：36.5 * 28 *17.5;;;;;"[""https://xcimg.szwego.com/20230607/i1686121209_2136_0.jpg"", ""https://xcimg.szwego.com/20230607/i1686121209_7377_1.jpg"", ""https://xcimg.szwego.com/20230607/i1686121209_6148_2.jpg"", ""https://xcimg.szwego.com/20230607/i1686121209_2478_3.jpg"", ""https://xcimg.szwego.com/20230607/i1686121209_2710_4.jpg""]"
_dnnrS4kY8UQI42hpIxfqr7EH3uqOymJjO9PnyjQ;;𝐂𝐃-𝐁𝐨𝐨𝐤 𝐓𝐨𝐭𝐞.𝟑𝟔❗️ɞ现货ʚ❗️ 『CD•蓝老花』 CD book tote 真正的主打爆款产品～ 推出至今都是抢手货 已经超越戴妃成为新经典代表作 已经推出的四个尺寸分别可以满足多情景多场合的使用 个人最推荐的就是36cm的中号 黄金尺寸 刚刚好😎 尺寸：36.5 * 28 *17.5;;;;;"[""https://xcimg.szwego.com/20230607/i1686129730_5871_0.jpg"", ""https://xcimg.szwego.com/20230607/i1686129730_7859_1.jpg"", ""https://xcimg.szwego.com/20230607/i1686129730_3831_2.jpg"", ""https://xcimg.szwego.com/20230607/i1686129730_9127_3.jpg""]"
_dd8rSlr4KKMKFim6PpBjydE8vvAHw6kTg7EonOA;;【CD-中T青年蓝】❗️现货❗️ 平时喜欢浅色的打扮小仙女们 可以选这款浅灰蓝色的tote啦 今年夏天最新配色，搭配起来真的会显得非常温柔 清新的感觉😚，特别适合夏天出游 尺寸：36.5 x 28 x 17.5;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554048806_6070_0_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554048806_5326_0_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554053457_1780_0_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554048806_6115_0_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554048806_3432_0_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20250715/i1752554313395_1074_0_6.jpg""]"
_dxSrSIaHI6fxLL6OjwWIBGkCUXffWl7TWPPhiFQ;;【𝐂𝐃-𝐓𝐨𝐮𝐣𝐨𝐮𝐫𝐬樱花粉中号𝟐𝟖】❣️现货❣️ 超级甜美的粉色包包！少女心和甜蜜的象征。它的颜色不是那种过于艳丽的粉，而是恰到好处的淡雅粉，既不失活泼，又充满高级感觉。无论是搭配休闲的牛仔裤，还是优雅的连衣裙品，都能瞬问提升整体的造型感。 皮革手柄带有可调节细节，可手提或肩背。 尺寸：28.5x 21.5x17厘米（长x高x宽);;;;;"[""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482071_7285_6.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482070_7837_3.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482070_4186_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482070_9797_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482070_7154_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482070_7475_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482071_9946_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482071_7223_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241113/i1731482071_5491_8.jpg""]"
_dx1rSBMyYbuijrH6NVV03xOrbColiwwhMdpBirw;;【𝐂𝐃-𝐓𝐨𝐮𝐣𝐨𝐮𝐫𝐬米色中号𝟐𝟖】❣️现货❣️ Toujours手袋于二零二三春夏系列发布秀精彩亮相，休闲实用的设计别具一格。采用米色牛皮革精心制作，饰以超大藤格纹缉面线，宽敞的内部隔层搭配小袋，可整齐收纳各种日常用品。设有皮革系带开合，可安全收纳各种物品，另有 CDLock字母D旋钮式开合，可调节两侧，提升格调。中号款式，皮革手柄带有可调节细节，可手提或肩背。 尺寸：28.5x 21.5x17厘米（长x高x宽);;;;;"[""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_2377_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_7706_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_2739_10.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_2697_6.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_6894_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_7327_9.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_1482_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_4986_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_506_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_5354_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484997_892_3.jpg""]"
_dxdrST1NNvNavUmbBX3r7h0JKk7qwp1c9YGVqXw;;【𝐂𝐃-𝐓𝐨𝐮𝐣𝐨𝐮𝐫𝐬白色中号𝟐𝟖】❣️现货❣️ Toujours手袋于二零二三春夏系列发布秀精彩亮相，休闲实用的设计别具一格。采用白色牛皮革精心制作，饰以超大藤格纹缉面线，宽敞的内部隔层搭配小袋，可整齐收纳各种日常用品。设有皮革系带开合，可安全收纳各种物品，另有 CDLock字母D旋钮式开合，可调节两侧，提升格调。中号款式，皮革手柄带有可调节细节，可手提或肩背。 尺寸：28.5x 21.5x17厘米（长x高x宽);;;;;"[""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_5803_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_3796_6.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_7865_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_6266_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_4744_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_9233_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_9239_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_1298_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484419_9334_3.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484881_9796_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484881_2863_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20231202/i1701484881_2251_1.jpg""]"
_dq2rSgz4PCJUnQ1BX82jDKPZUsphtkBv9ixPxXw;;【𝐕𝐨𝐲𝐚𝐠𝐞褶皱黑•中号】 2026年早春新包最懂都市丽人的松弛审美。褶皱牛皮裹着松弛的月牙轮廓，藤格纹是刻在DNA里的优雅密码。可调节肩带➕双向拉链，金色吊坠是点睛的贵气。肩背是慵懒hobo,手提是精致lady, 装得下日常所有零碎,黑色搭配卫衣都很适配。 尺寸：28 × 18x 12厘米（长x高x宽）;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874639620_7626_0_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874639615_767_0_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874639631_5462_0_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874917623_1100_0_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874845362_5503_0_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874765834_2807_0_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874765946_7959_0_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874765872_9697_0_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251123/i1763874739333_4030_0_4.jpg""]"
_dd_rSMlIPVOkjCiTRePEzcS5Qngwezc2TB8KiTg;;【𝐂𝐃-珍珠𝐰𝐨𝐜漆米白】❣️现货❣️ 可拆卸链条配以珍珠点缀更显精致，可手提、腋下、斜挎 3個方法使用，手提设计优雅时尚，尽显Lady风情，可收纳各种电话尺寸的物品，实用性，性价比巨高！ 尺寸：21* 11.5*4.5cm;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922900534_8681_0_9.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922823672_531_0_9.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922487192_3882_0_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922487192_4235_0_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764923325945_4372_0_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922972703_5336_0_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764923214748_1341_0_9.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764922488737_1581_0_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20251205/i1764923478668_9156_0_8.jpg""]"
_dosrSbPCpIl7ukjvC8syyKNHDQGGHEHoJGj8q5Q;;【𝐃-𝐉𝐨𝐲𝟐𝟐漆皮米白】❣️现货❣️ 一眼便沦陷的𝐂𝐃时尚单品 酷𝐠𝐢𝐫𝐥,气质女性都可驾驭的一款手提袋，日常出行和出席活动任何造型都可驾驭～ 附带两根肩带，可单肩，斜挎，手提 尺寸：𝟐𝟐*𝟏𝟐*𝟔cm;;;;;"[""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_7110_0.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_4355_8.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_4880_3.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_4148_2.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_4736_5.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_6864_4.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_8883_1.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_4708_7.jpg"", ""https://xcimg.szwego.com/img/a23677e9/20241028/i1730101224_8943_6.jpg""]"
